Optimizer,objfname,ExecutionTime,Error,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50,Iter51,Iter52,Iter53,Iter54,Iter55,Iter56,Iter57,Iter58,Iter59,Iter60,Iter61,Iter62,Iter63,Iter64,Iter65,Iter66,Iter67,Iter68,Iter69,Iter70,Iter71,Iter72,Iter73,Iter74,Iter75,Iter76,Iter77,Iter78,Iter79,Iter80,Iter81,Iter82,Iter83,Iter84,Iter85,Iter86,Iter87,Iter88,Iter89,Iter90,Iter91,Iter92,Iter93,Iter94,Iter95,Iter96,Iter97,Iter98,Iter99,Iter100
HHO,F4,0.05301618576049805,1.4480291749388389e-11,42.10742451012801,12.062021125598363,0.771659331010035,0.5016236264331121,0.4425095684482595,0.2100893002986779,0.2100893002986779,0.2100893002986779,0.2100893002986779,0.20305565251819613,0.08518363865732859,0.08518363865732859,0.020972406686585916,0.020972406686585916,0.009965914037522972,0.009965914037522972,0.009671016416451579,0.009671016416451579,0.007788874391100374,0.007788874391100374,0.0019267290892398953,0.0019267290892398953,0.00020747805185009562,0.00010706372818223254,0.00010706372818223254,0.00010706372818223254,0.00010706372818223254,3.3337268517531164e-05,1.6225651169438965e-05,1.6225651169438965e-05,1.6225651169438965e-05,1.6225651169438965e-05,1.6225651169438965e-05,1.6225651169438965e-05,1.6225651169438965e-05,1.6225651169438965e-05,3.754228772320598e-06,3.754228772320598e-06,3.754228772320598e-06,3.754228772320598e-06,3.754228772320598e-06,3.754228772320598e-06,3.754228772320598e-06,3.754228772320598e-06,3.754228772320598e-06,3.754228772320598e-06,5.502480386943885e-07,4.698222957662333e-08,4.698222957662333e-08,4.698222957662333e-08,3.505745704784101e-08,3.505745704784101e-08,3.505745704784101e-08,3.505745704784101e-08,3.505745704784101e-08,2.7907144600378292e-08,2.7907144600378292e-08,1.6232593304078416e-08,4.186901462390904e-09,6.146906464987043e-10,6.146906464987043e-10,5.377277031992065e-10,5.377277031992065e-10,2.721335231702334e-10,2.721335231702334e-10,2.721335231702334e-10,2.721335231702334e-10,1.5647955747131395e-10,1.5647955747131395e-10,5.564512187934174e-11,1.4995723545598528e-11,1.492430719193368e-11,1.492430719193368e-11,1.4922785994772704e-11,1.4768660264571715e-11,1.4493213861567955e-11,1.4493213861567955e-11,1.4491856957639283e-11,1.4491856957639283e-11,1.4491856957639283e-11,1.4491629326626776e-11,1.4491629326626776e-11,1.4488403739176619e-11,1.4481060412733292e-11,1.4481060412733292e-11,1.4480635612038953e-11,1.4480296506791246e-11,1.4480296506791246e-11,1.4480296506791246e-11,1.448029582023731e-11,1.448029390535579e-11,1.4480293360666445e-11,1.4480291968738896e-11,1.4480291767248344e-11,1.4480291762722062e-11,1.448029176186204e-11,1.448029174991791e-11,1.4480291749409739e-11,1.4480291749388796e-11,1.4480291749388389e-11
HHO,F4,0.05200052261352539,1.2956331371663227e-11,53.720067950690975,17.567382680472548,8.403701350305761,4.326535980348335,3.6074995371051237,1.5836534045670232,0.5347317631378035,0.5059210056129049,0.5059210056129049,0.27120065581973224,0.21163806647831018,0.21163806647831018,0.15658763263129294,0.08121843958616104,0.08121843958616104,0.04056031197623476,0.04056031197623476,0.024574044325931965,0.006695295200365859,0.0026906006593601277,0.0006031189214256271,0.0006031189214256271,0.0006031189214256271,0.0006031189214256271,0.0006031189214256271,0.0005985564572673113,0.0005985564572673113,0.0004056579494252881,0.0001519098102523509,0.0001519098102523509,0.0001519098102523509,0.0001519098102523509,0.0001519098102523509,0.0001519098102523509,5.9477469724077505e-05,3.4076010922509943e-05,3.4076010922509943e-05,3.4076010922509943e-05,1.1712636062044105e-05,1.1712636062044105e-05,1.1712636062044105e-05,1.1712636062044105e-05,9.531544109162539e-06,9.531544109162539e-06,9.531544109162539e-06,2.415499581799924e-06,2.415499581799924e-06,2.3189943247004487e-06,1.990028682751075e-07,1.363386699468096e-07,1.363386699468096e-07,7.555695769300126e-08,5.154503861240195e-08,5.154503861240195e-08,5.154503861240195e-08,2.3167690292461137e-08,9.485891572940307e-09,3.2985076018795517e-09,3.2517512560070874e-09,1.4755227229451216e-09,9.499620186403574e-10,9.499620186403574e-10,9.499620186403574e-10,6.358349405798977e-10,5.159853738253898e-10,3.6172646549719016e-10,3.6172646549719016e-10,1.4284460597151002e-10,1.4284460597151002e-10,9.439948486102814e-11,5.7737485866037016e-11,5.729075939403523e-11,5.081777241019551e-11,1.8571027517786317e-11,1.7749812739116368e-11,1.3487630173009916e-11,1.3487630173009916e-11,1.3460639483481178e-11,1.3071609803742776e-11,1.3071609803742776e-11,1.3071609803742776e-11,1.304289649896446e-11,1.296078940347955e-11,1.296078940347955e-11,1.2958110642671527e-11,1.295723577512094e-11,1.2957016362355776e-11,1.2956352101629134e-11,1.2956349476608425e-11,1.2956341472787148e-11,1.2956334755190793e-11,1.29563336187028e-11,1.2956331665675297e-11,1.2956331665675297e-11,1.295633153715683e-11,1.2956331411127869e-11,1.2956331380977355e-11,1.2956331374192429e-11,1.2956331373866721e-11,1.2956331371663227e-11
HHO,F4,0.05500912666320801,2.8833257287108667e-12,59.91818555265841,19.097414767291866,10.975824741763265,5.964944201933531,3.877509307267478,3.2663558366486183,1.786709780173927,1.0811011955853866,0.7475798235663024,0.6697117212890158,0.355640588250586,0.30855763441990497,0.10110819083808242,0.07044854069686096,0.05153148599861641,0.05153148599861641,0.004116324090762902,0.003462114242478926,0.003462114242478926,0.00196143343336899,0.00196143343336899,0.00196143343336899,0.00196143343336899,0.00196143343336899,0.00196143343336899,0.0008304955539485404,0.00017249213880856775,3.223491504529465e-05,3.223491504529465e-05,3.223491504529465e-05,3.223491504529465e-05,2.123384667798138e-05,2.123384667798138e-05,2.123384667798138e-05,2.123384667798138e-05,1.444495991593512e-05,1.0019666060446508e-06,1.0019666060446508e-06,4.2056381232277563e-07,4.2056381232277563e-07,4.2056381232277563e-07,4.2056381232277563e-07,4.2056381232277563e-07,4.2056381232277563e-07,4.2056381232277563e-07,4.2056381232277563e-07,4.2056381232277563e-07,4.2056381232277563e-07,4.2056381232277563e-07,6.977934719404884e-08,5.5366928553530266e-08,2.8117573128715706e-08,2.8117573128715706e-08,8.298095758431765e-09,8.298095758431765e-09,4.5492682288977815e-09,4.5474432751750335e-09,3.223819014896662e-09,1.5650427841255776e-09,1.5650427841255776e-09,1.5650427841255776e-09,1.272118552666221e-09,9.07003957483574e-10,1.2606780709493158e-10,1.2606780709493158e-10,1.2606780709493158e-10,7.194018941638536e-11,4.176967351429425e-11,4.05906041190849e-11,3.0851589408301864e-11,2.922288582019531e-11,1.428599666169593e-11,5.965232595137424e-12,3.2434766267718696e-12,3.2434766267718696e-12,3.226677820195974e-12,3.1324903099358604e-12,3.0189299929330817e-12,2.8863383566091725e-12,2.8863383566091725e-12,2.8863383566091725e-12,2.884615724556895e-12,2.8845550002858506e-12,2.8845550002858506e-12,2.8836147324812553e-12,2.883501155076531e-12,2.883465971081787e-12,2.883402091486712e-12,2.883330691553478e-12,2.883330691553478e-12,2.8833278723550564e-12,2.8833270501431712e-12,2.8833257798352463e-12,2.883325746139399e-12,2.8833257420703982e-12,2.883325740926529e-12,2.8833257290550703e-12,2.883325728776049e-12,2.8833257287271942e-12,2.8833257287108667e-12
HHO,F4,0.051000356674194336,1.1927140696716818e-10,34.81167103251855,15.014363410982739,5.488644802136184,3.9324311366701252,2.203349895062857,0.7547027065094181,0.7138843740780949,0.3567182108106351,0.07744213312368517,0.017660408096141056,0.005603448569043948,0.005603448569043948,0.005603448569043948,0.005603448569043948,0.005603448569043948,0.005603448569043948,0.003318242934004738,0.0031725611101005944,0.0031725611101005944,0.0031725611101005944,0.0031725611101005944,0.0031725611101005944,0.0031725611101005944,0.0031725611101005944,0.0016845809610867536,0.0016845809610867536,0.00038768808652094554,0.00038768808652094554,0.00038768808652094554,5.9561601974399386e-05,5.9561601974399386e-05,5.9561601974399386e-05,5.9561601974399386e-05,5.9561601974399386e-05,5.9561601974399386e-05,5.9561601974399386e-05,5.9561601974399386e-05,5.9561601974399386e-05,5.9561601974399386e-05,5.9561601974399386e-05,1.7719366325792086e-05,1.5235225269369877e-05,1.5235225269369877e-05,1.5235225269369877e-05,1.5235225269369877e-05,5.466923416932002e-06,5.466923416932002e-06,1.898483520966233e-06,1.898483520966233e-06,7.185711823902071e-07,9.7443732588429e-08,9.7443732588429e-08,9.7443732588429e-08,4.12873198316769e-08,3.1689324707317084e-08,3.1689324707317084e-08,3.1689324707317084e-08,3.1689324707317084e-08,3.1689324707317084e-08,3.1164294791047796e-08,3.1164294791047796e-08,2.1962587806687686e-08,2.1962587806687686e-08,1.282549225447106e-08,3.4431066054093318e-09,2.6899039855554913e-09,2.637363168606099e-09,7.243373567094729e-10,4.0919487258731765e-10,1.7116652303775597e-10,1.7116652303775597e-10,1.65803065428273e-10,1.1977928101930755e-10,1.1977928101930755e-10,1.1977928101930755e-10,1.1977928101930755e-10,1.1938204626054554e-10,1.1938204626054554e-10,1.1937376776401351e-10,1.1933236907403265e-10,1.1932145632882965e-10,1.193172259790596e-10,1.19310363793812e-10,1.19310363793812e-10,1.1928316246084975e-10,1.1927350238168816e-10,1.1927178612530373e-10,1.1927147011380015e-10,1.192714432217782e-10,1.192714075331114e-10,1.192714075331114e-10,1.192714073804453e-10,1.1927140733779558e-10,1.1927140698962272e-10,1.1927140697606942e-10,1.1927140697236874e-10,1.1927140696796946e-10,1.1927140696758668e-10,1.1927140696750016e-10,1.1927140696716818e-10
HHO,F4,0.05201530456542969,1.5143278826616434e-14,65.7244258696914,37.78891966770503,14.781605900456142,8.507814084899227,4.858646200624696,1.0233300824863296,0.8421536943259512,0.392561167673685,0.13824172248819916,0.10673085748812156,0.10673085748812156,0.10673085748812156,0.0487536552562059,0.0487536552562059,0.027979055146986176,0.0260425858790998,0.0260425858790998,0.0260425858790998,0.0260425858790998,0.0260425858790998,0.0260425858790998,0.015402748546302941,0.013123963308579678,0.00701937505981131,0.00701937505981131,0.00701937505981131,0.006755848671228827,0.006755848671228827,0.006648102967607098,0.006648102967607098,0.0062393314696376065,0.0062393314696376065,0.0006369253811180919,0.0005478048327842623,0.0005478048327842623,0.0005478048327842623,0.00011147347509342926,0.00011147347509342926,0.00011147347509342926,0.00011147347509342926,0.00011147347509342926,0.00011147347509342926,0.00011147347509342926,0.00011147347509342926,3.262897074068875e-05,1.0769435659367686e-05,1.0769435659367686e-05,5.092810392863167e-07,5.092810392863167e-07,5.092810392863167e-07,4.421614366016948e-07,1.0126059247926942e-07,8.888616528848855e-08,2.5080978020637257e-08,2.5080978020637257e-08,2.2365130186820413e-08,2.2365130186820413e-08,3.681301976507741e-09,7.736083914060069e-10,7.736083914060069e-10,7.736083914060069e-10,2.0082042692020197e-10,2.0082042692020197e-10,2.0082042692020197e-10,1.7347938247011055e-10,1.727547373213131e-10,1.72470181729403e-10,1.0965731590116961e-10,8.904852941556873e-11,8.904852941556873e-11,8.904852941556873e-11,8.606416822863862e-11,8.606416822863862e-11,5.528083254237754e-13,5.528083254237754e-13,4.789321792580129e-13,4.789321792580129e-13,2.2619758092209297e-13,1.5303070113745892e-13,5.576820501529547e-14,5.576820501529547e-14,2.2262993021490473e-14,1.699470114164305e-14,1.699470114164305e-14,1.6232052267155874e-14,1.5648060926546186e-14,1.553835742761428e-14,1.5422850725865818e-14,1.522737258347834e-14,1.5196470176856294e-14,1.516715693903465e-14,1.5153701679333848e-14,1.5150335595785583e-14,1.514410040378982e-14,1.5143725759214102e-14,1.514338539148067e-14,1.514336577042291e-14,1.5143349208640405e-14,1.514327902475489e-14,1.5143278826616434e-14
HHO,F4,0.05199861526489258,8.620684926570916e-11,48.224887113465044,16.644787205081673,5.471992328226417,4.891716244073663,4.365600172835149,2.5603255627970354,2.5039322877182455,1.9473442049739473,1.1929848039817754,0.5598402915701702,0.5285081106349454,0.4796882318638578,0.0730204360312543,0.0730204360312543,0.07184640198152879,0.019016209960981162,0.01709525730283422,0.015035412654346837,0.008837518419341842,0.008837518419341842,0.008837518419341842,0.008837518419341842,0.008837518419341842,0.0013577142450334444,0.0013577142450334444,0.0013577142450334444,0.0013577142450334444,0.0013577142450334444,0.0013577142450334444,0.0013577142450334444,0.000761250190253776,0.0005300908813580824,0.00014613334257981996,0.00014613334257981996,0.00014613334257981996,0.00014613334257981996,0.00014613334257981996,0.00014613334257981996,0.00014613334257981996,0.00014613334257981996,8.735022669524462e-05,8.735022669524462e-05,8.735022669524462e-05,8.735022669524462e-05,8.735022669524462e-05,2.0185669224897318e-05,2.0185669224897318e-05,2.0185669224897318e-05,2.0185669224897318e-05,9.954144625811205e-06,9.954144625811205e-06,9.954144625811205e-06,8.263359046566025e-06,8.263359046566025e-06,3.451942000712646e-06,1.9289705198506387e-06,2.005452056668607e-08,2.005452056668607e-08,2.005452056668607e-08,1.2072105364616378e-08,1.2072105364616378e-08,4.701537519026335e-09,4.701537519026335e-09,4.274169000919424e-09,3.856202884314198e-09,1.7177803286805368e-09,1.4539973164528793e-09,6.256743697974753e-10,2.4320092201496297e-10,2.4320092201496297e-10,2.0378793476926002e-10,1.8313595440702531e-10,9.793895085965945e-11,8.981668213230668e-11,8.981668213230668e-11,8.71117582442825e-11,8.71117582442825e-11,8.682969287294872e-11,8.667551025053256e-11,8.62378066305012e-11,8.620698772712179e-11,8.620698772712179e-11,8.620698772712179e-11,8.620698772712179e-11,8.620698772712179e-11,8.620698772712179e-11,8.620688289181028e-11,8.620687529486108e-11,8.620685063072405e-11,8.620685063072405e-11,8.620685063072405e-11,8.620684928609241e-11,8.620684928609241e-11,8.620684928077659e-11,8.620684927447188e-11,8.62068492713573e-11,8.620684926973061e-11,8.620684926966833e-11,8.620684926622268e-11,8.620684926570916e-11
HHO,F4,0.05350995063781738,3.415181683717712e-10,57.394049371731455,53.919624826368135,22.916732197470488,15.204216230598504,9.144775220067757,4.4256741509843325,3.8584940786147763,2.886933872478566,2.5618490434990444,0.8078159326048744,0.790865021946165,0.523545735211133,0.2887220522542707,0.1212405902659488,0.050533540305361446,0.046740692628907704,0.04328992625661425,0.03606810953810377,0.03288642152696437,0.03288642152696437,0.030557887169065663,0.030557887169065663,0.030557887169065663,0.030557887169065663,0.025709200731469782,0.008005603186220135,0.005165119530813232,0.004916957753482184,0.004916957753482184,0.004916957753482184,0.003329516868654268,0.003329516868654268,0.003329516868654268,0.0014286369651401523,0.0014286369651401523,0.00046313816968040003,0.00046313816968040003,0.00046313816968040003,0.00046313816968040003,0.00046313816968040003,0.00046313816968040003,0.00010718049508373097,0.00010718049508373097,0.00010718049508373097,0.00010718049508373097,2.2182474078701086e-05,1.9530842948142492e-05,1.9530842948142492e-05,1.1534468449138929e-05,1.1534468449138929e-05,7.729304118076716e-06,7.729304118076716e-06,7.729304118076716e-06,5.851070824215895e-06,5.075541768316876e-06,1.7177579712281521e-06,1.534904044463648e-06,9.175603820161506e-07,7.568720709196411e-07,7.568720709196411e-07,1.300398413028105e-07,1.300398413028105e-07,5.098656221640091e-08,2.291384988154005e-08,4.830027047860987e-09,4.830027047860987e-09,3.277680053276263e-09,2.001643799082659e-09,1.3960633529071021e-09,1.3960633529071021e-09,5.212492670353317e-10,5.212492670353317e-10,4.338571558563959e-10,4.015570082476118e-10,3.504760793685617e-10,3.504033570126365e-10,3.498845875410522e-10,3.4644081596668716e-10,3.45731347363449e-10,3.4342176085184876e-10,3.416098952725171e-10,3.4158999575700544e-10,3.415661434848961e-10,3.415661434848961e-10,3.4156105738194195e-10,3.415196811594743e-10,3.415196811594743e-10,3.4151937066439024e-10,3.415191549878836e-10,3.415191316891728e-10,3.4151839859693385e-10,3.415182543043685e-10,3.4151821595102887e-10,3.415181973929354e-10,3.4151819138269e-10,3.415181778923369e-10,3.415181736110658e-10,3.4151817100588186e-10,3.41518168583927e-10,3.415181683717712e-10
HHO,F4,0.05150461196899414,1.652912442541941e-11,50.6301707924677,24.645962166826344,14.80443864745992,12.00016999160713,7.609120423060226,4.045576055645152,2.4660332977018875,0.5804357681176695,0.48965173163854464,0.4618082305732689,0.34683020238109985,0.15170306070166428,0.08913231241241608,0.023536486256764397,0.02061990547474332,0.010368279314303442,0.003620806445626423,0.003620806445626423,0.003620806445626423,0.003620806445626423,0.003620806445626423,0.003620806445626423,0.003620806445626423,0.003620806445626423,0.003620806445626423,0.003620806445626423,0.003620806445626423,0.003620806445626423,0.003620806445626423,0.003620806445626423,0.003620806445626423,0.00041269531120786604,0.00041269531120786604,0.00041269531120786604,0.00041269531120786604,0.00041269531120786604,0.00021862224800144522,0.00021862224800144522,0.00021862224800144522,6.747523176190928e-05,1.6881413497407582e-05,1.6881413497407582e-05,1.6881413497407582e-05,9.264903526258853e-06,3.848432759903133e-07,3.848432759903133e-07,3.4276467381083043e-07,4.1933429136337024e-08,4.1933429136337024e-08,4.1933429136337024e-08,2.349175334211415e-08,2.349175334211415e-08,2.349175334211415e-08,2.349175334211415e-08,2.349175334211415e-08,2.349175334211415e-08,2.349175334211415e-08,2.349175334211415e-08,2.895985012886657e-09,2.895985012886657e-09,2.1942897787241629e-10,2.1942897787241629e-10,2.1942897787241629e-10,1.5544444426791996e-10,8.443939756069138e-11,6.087918045423563e-11,6.087918045423563e-11,6.087918045423563e-11,6.087918045423563e-11,3.779279901875301e-11,2.8393081603561397e-11,2.0483821918155276e-11,2.0483821918155276e-11,2.0483821918155276e-11,1.8946009466316285e-11,1.783581620458607e-11,1.783581620458607e-11,1.7188225806718982e-11,1.6864790218094624e-11,1.667709829558356e-11,1.657587154601631e-11,1.6565437441992855e-11,1.654373190436487e-11,1.6532642336678164e-11,1.6532642336678164e-11,1.653140662681037e-11,1.653139578575568e-11,1.6531227837032858e-11,1.6531038398790376e-11,1.6530409279866644e-11,1.6529328654553185e-11,1.6529139463523132e-11,1.652912463298994e-11,1.652912463298994e-11,1.6529124589508008e-11,1.6529124531938563e-11,1.652912449418118e-11,1.652912445662847e-11,1.6529124426849273e-11,1.652912442541941e-11
HHO,F4,0.0540003776550293,2.698615449885738e-10,61.973505001197886,22.144256437082667,12.381620417651744,7.210295952291304,5.170677358306096,3.65138692306268,1.885010958985602,1.4033801522057905,0.9520420094330007,0.6073237113760238,0.07104736269923961,0.06630317678575812,0.016856848859138913,0.006195260474881318,0.0017393216086564111,0.0017393216086564111,0.0017393216086564111,0.0017393216086564111,0.0017393216086564111,0.0017393216086564111,0.0017393216086564111,0.0017393216086564111,0.0017393216086564111,0.0017393216086564111,0.0017393216086564111,0.0017393216086564111,0.0010259680549219122,0.0006988449324375011,0.0006988449324375011,0.0005194794998014038,0.0005194794998014038,0.0005194794998014038,0.0005194794998014038,0.0005194794998014038,0.0005194794998014038,0.0004711563236961736,0.0004711563236961736,0.0004711563236961736,0.00027304659457756767,0.00027304659457756767,0.00027304659457756767,0.00015687710152179082,0.00015687710152179082,0.00015687710152179082,0.00015170198734311557,0.00014581295103926085,0.00012048712450722694,0.00012048712450722694,0.00012048712450722694,0.00012048712450722694,0.00012048712450722694,0.00012048712450722694,3.3703933747799295e-05,3.3703933747799295e-05,1.5849455139435164e-05,2.030037664472135e-06,4.749363357301978e-07,4.749363357301978e-07,3.329773767237292e-07,3.329773767237292e-07,1.7378369010027407e-07,1.3886251960498343e-07,6.035785091066209e-08,6.035785091066209e-08,1.8838060314698104e-08,1.3712047405621294e-08,1.2197578205776863e-08,7.176931802576638e-09,2.1367086303699086e-09,1.1357762044454123e-09,4.3129965747555156e-10,4.254016520309082e-10,2.871844761033874e-10,2.871844761033874e-10,2.7229894198130407e-10,2.7039649374848656e-10,2.6993437245649754e-10,2.6993437245649754e-10,2.698687557629822e-10,2.698687557629822e-10,2.698687557629822e-10,2.698687557629822e-10,2.698665994621428e-10,2.698665994621428e-10,2.69865945590832e-10,2.6986542069412544e-10,2.698652705292199e-10,2.698651669463431e-10,2.698651669463431e-10,2.698651391455522e-10,2.698650603765361e-10,2.69862925954446e-10,2.698621759769189e-10,2.698618312351356e-10,2.698617323193592e-10,2.6986161358674274e-10,2.6986158084728394e-10,2.698615529201008e-10,2.6986154500990393e-10,2.698615449885738e-10
HHO,F4,0.05000019073486328,3.80190274523629e-12,82.56751890307613,58.919213622204786,37.34474590710282,24.400480832535244,12.773683606142278,9.695664655498984,3.914966674744819,2.458007463004802,0.9361513386460953,0.5928807707920947,0.32279370478218505,0.1452544493245274,0.030100255727310184,0.026560397281968465,0.003300663888003636,0.003300663888003636,0.003300663888003636,0.003300663888003636,0.001992626870792616,0.001992626870792616,0.001992626870792616,0.001992626870792616,0.001992626870792616,0.001992626870792616,0.0007079983698655254,0.0007079983698655254,0.0006476933131767109,0.0002596169970867792,5.6715300931111466e-05,5.6715300931111466e-05,5.6715300931111466e-05,5.6715300931111466e-05,5.6715300931111466e-05,5.6715300931111466e-05,5.6715300931111466e-05,5.568409109542184e-05,5.568409109542184e-05,3.926131771046178e-05,3.926131771046178e-05,3.926131771046178e-05,2.2344408215455672e-05,1.9312550315593043e-05,1.4122521402987525e-05,1.4122521402987525e-05,1.4122521402987525e-05,3.7315166092967573e-06,3.7315166092967573e-06,3.7315166092967573e-06,3.7315166092967573e-06,3.7315166092967573e-06,3.7315166092967573e-06,2.137508967268442e-06,2.137508967268442e-06,2.001880501319534e-06,1.4902704056248508e-06,7.145034425333638e-07,7.145034425333638e-07,7.145034425333638e-07,7.022251125033293e-07,1.660374330053397e-07,1.660374330053397e-07,1.6462993443017115e-07,1.0336236281430042e-07,3.863188821294643e-08,1.6845742218599968e-08,1.6845742218599968e-08,1.5903191422099363e-08,1.5444056279010903e-08,3.37328582882222e-09,3.473680281869219e-11,3.473680281869219e-11,3.473680281869219e-11,3.473680281869219e-11,2.955020400264268e-11,9.241484458990646e-12,9.241484458990646e-12,9.241484458990646e-12,7.152800782773772e-12,4.449796814589544e-12,4.449796814589544e-12,4.07181359702654e-12,3.820819226182895e-12,3.805337998982834e-12,3.805337998982834e-12,3.805337998982834e-12,3.805337998982834e-12,3.803584846594433e-12,3.802357457023094e-12,3.802357457023094e-12,3.802226023820178e-12,3.802154025827668e-12,3.8021203052424e-12,3.802079858823147e-12,3.802074731617132e-12,3.801944002118068e-12,3.8019236755782135e-12,3.801907278758803e-12,3.801906427655832e-12,3.8019031075742634e-12,3.80190274523629e-12
HHO,F4,0.05199909210205078,1.4514592368075513e-10,87.15925946019757,6.296472687709553,6.296472687709553,4.76583300872328,3.3015422196200896,2.415551966766498,2.0284156819340584,1.9070834317745322,1.3741800612248114,0.7422623613474986,0.3320698686383135,0.2669017713377288,0.12019135997147457,0.11360997339508602,0.11360997339508602,0.07942897004026658,0.05903579574807019,0.04032449805705485,0.013674727855809367,0.013674727855809367,0.011376157648391933,0.011376157648391933,0.010994462262946638,0.010994462262946638,0.010863024333293102,0.010863024333293102,0.00038708197697178326,0.0003374956566269069,0.00021783906696150776,0.00021783906696150776,0.00021783906696150776,0.00021783906696150776,0.00021783906696150776,0.00021783906696150776,0.00021783906696150776,0.00021783906696150776,0.00021783906696150776,0.00021783906696150776,0.00021783906696150776,0.00021783906696150776,0.00021783906696150776,0.00021783906696150776,0.00021783906696150776,0.00021783906696150776,0.0001829389686145348,0.00018046173354076473,0.00018046173354076473,0.00018046173354076473,0.00017021955022839872,0.00012704341583226947,8.024278898713947e-05,1.0634646437365878e-05,1.0634646437365878e-05,8.900875361394296e-06,7.351491438321308e-06,7.0001786302901165e-06,7.705611798841323e-07,7.705611798841323e-07,7.705611798841323e-07,7.705611798841323e-07,4.4424115785597404e-08,4.4424115785597404e-08,4.399557591190943e-09,4.399557591190943e-09,4.399557591190943e-09,3.2732196533003054e-09,2.864618699013361e-09,2.864618699013361e-09,2.864618699013361e-09,9.233963263706368e-10,8.330887888061555e-10,3.603974487150065e-10,2.417859144686393e-10,2.417859144686393e-10,1.700760608026855e-10,1.4732816154888044e-10,1.4544907040534336e-10,1.4544907040534336e-10,1.4536459484878552e-10,1.4525318620314577e-10,1.4516519462996416e-10,1.451462965462647e-10,1.451462965462647e-10,1.451462240700824e-10,1.451462129229232e-10,1.451461510340939e-10,1.4514614129946386e-10,1.4514614129946386e-10,1.4514608459390038e-10,1.4514606929188444e-10,1.4514598807722842e-10,1.4514594086342466e-10,1.451459287364293e-10,1.4514592637065338e-10,1.4514592438877968e-10,1.4514592378774076e-10,1.451459237151699e-10,1.4514592369746827e-10,1.4514592369505375e-10,1.4514592368075513e-10
HHO,F4,0.05000925064086914,2.107808960539098e-12,40.91586107584597,17.076970337095002,9.070416577685814,6.348614096954304,3.12977792615643,1.2160682183727451,0.48258163794778075,0.4499936383788762,0.4499936383788762,0.4499936383788762,0.3350810363313987,0.2871220475985838,0.2871220475985838,0.23727248547665936,0.08517162785316024,0.04828923877552046,0.04055896436011901,0.007389991284221631,0.00623003143527861,0.003541450458641015,0.003541450458641015,0.0014234702664874112,0.0014234702664874112,0.0014234702664874112,0.0014234702664874112,0.0014234702664874112,0.0014234702664874112,0.0009671986596903929,0.0009671986596903929,0.0009671986596903929,0.0009671986596903929,0.0009671986596903929,0.0009671986596903929,0.0009671986596903929,0.00082465707886145,0.00036196023156310803,0.00036196023156310803,0.000131434512615996,0.000131434512615996,0.000131434512615996,0.000131434512615996,0.000131434512615996,0.000131434512615996,0.000131434512615996,0.000131434512615996,0.000131434512615996,7.407853521827201e-05,4.414554843135578e-05,4.414554843135578e-05,4.414554843135578e-05,4.414554843135578e-05,2.002007427696918e-05,8.788023302819748e-06,7.601851969609457e-07,2.8752209882400155e-07,7.838596567222842e-08,5.9150266893513624e-08,4.3708601694344505e-08,4.3708601694344505e-08,3.1950803292150206e-08,1.625682514823727e-08,3.5547877172875756e-09,1.0211743319229817e-09,9.94148830954853e-10,3.288962183284733e-10,3.288962183284733e-10,3.288962183284733e-10,2.6805395167562653e-10,1.4853592986083744e-10,9.869470063834644e-11,4.5399566969299096e-11,4.5399566969299096e-11,8.920813681279227e-12,4.32006878259249e-12,2.9356672295768507e-12,2.182981801277141e-12,2.182981801277141e-12,2.154709160783684e-12,2.1470857441682146e-12,2.114231926394967e-12,2.1101748736173402e-12,2.1100605610851685e-12,2.10830070243185e-12,2.107987067486057e-12,2.1079618029145386e-12,2.1079058125897976e-12,2.1078448739744124e-12,2.1078159161286364e-12,2.107810781901249e-12,2.1078103947310844e-12,2.107809315291344e-12,2.1078091520775764e-12,2.1078090691820893e-12,2.1078090532276353e-12,2.1078090156577268e-12,2.1078089646309533e-12,2.107808961766789e-12,2.1078089613518397e-12,2.107808960568072e-12,2.107808960539098e-12
